id,object_id,cog_x,cog_y,cog_z,weight,mat,assieme,end1,end2,nested,object_type,subasm,locazione,t,length,length2,incr1,incr2,idn,costr,block,type
534308,8f58f82c-7bec-44eb-8369-a8116136e730,12288,-2976,1199,6.1,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,300,14146,BL02,THK12
534319,952aea30-990f-4f4a-b86c-41fb970f4366,12234,-3185,1346,2.9,AH36,B52,BF10,BF10+50,false,stiffner,G01,FIN_STUCTURES,"BENT - 150,000000001162",276,-,0,0,655,14146,BL02,FB90x15
534331,78f7afb9-1711-4394-8722-f834bff2ecb2,12288,2976,1199,6.1,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,300,14146,BL02,THK12
534343,88de581b-e123-4eb8-9b79-2230700fbb46,12803,3253,1232,3.8,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,297,14146,BL02,THK12
534356,0e6d3c26-9e7e-4d31-bc0e-2b3e7748f58d,10503,1461,1008,6.4,AH36,B38,-,-,false,part,G01,FR_10.5,FLAT,0,-,0,0,194,14146,BL02,THK7
534366,6b6162e5-031f-465a-92bb-21e512f27dd6,13449,347,2010,2.3,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,289,14146,BL02,THK6
534309,4b7aa71f-9fe6-4942-8843-4790e4a3e262,12757,-3724,1632,4.4,AH36,B52,BF10,BF10,false,stiffner,G01,FIN_STUCTURES,BENT UNREGULAR,420,-,0,0,654,14146,BL02,FB90x15
534320,cb44b7e2-269b-4507-8089-fa6e6066cc86,12803,-3253,1232,3.8,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,297,14146,BL02,THK12
534329,e71df86d-2268-45dc-a89d-01aced0a5c8f,12757,3724,1632,4.4,AH36,B52,BF10,BF10,false,stiffner,G01,FIN_STUCTURES,BENT UNREGULAR,420,-,0,0,654,14146,BL02,FB90x15
534340,832c8fd6-0bc6-4a2a-b297-aba741d58249,12234,3185,1346,2.9,AH36,B52,BF10,BF10+50,false,stiffner,G01,FIN_STUCTURES,"BENT - 150,000000001162",276,-,0,0,655,14146,BL02,FB90x15
534349,69152210-3f7d-49a5-979f-1cc6cd7cb1f7,9004,599,1193,5.9,AH36,B31,BF10,BF10,false,stiffner,G01,FR_9,"BENT - 149,99999999979",1173,-,0,0,806,14146,BL02,FB80x8
534358,af1aefc3-e4ae-4fd8-ad32-d384d2003153,13460,3981,1976,2.1,AH36,B50,BF30,BI02,false,stiffner,G01,FR_13.5,FLAT,562,-,0,0,841,14146,BL02,FB80x6
534325,f67de5c4-1a1b-4c16-9301-9c0531e01746,13003,-4233,3773,10.4,AH36,B48,-,-,false,part,G01,FR_13,FLAT,0,-,0,0,307,14146,BL02,THK7
534334,4ab78691-a651-4091-a485-12b9b6171ddf,12355,3011,1263,2.5,AH36,B52,BF10,BF10+50,false,stiffner,G01,FIN_STUCTURES,"BENT - 49,9999999995479",239,-,0,0,846,14146,BL02,FB90x15
534344,597a10af-c31e-460e-b878-d5994177cda0,12003,2235,1174,19.4,AH36,B44,-,-,false,part,G01,FR_12,FLAT,0,-,0,0,223,14146,BL02,THK7
534352,3d7c62a0-466b-4236-9020-e6634c67cf09,6502,-2041,4634,4.1,AH36,B18,-,-,false,part,G01,FR_6.5,FLAT,0,-,0,0,78,14146,BL02,THK5
534360,884b5cbc-3122-46eb-94ad-819396e5dfc0,13394,0,2643,2,AH36,B50,BF10,BF10,false,stiffner,G01,FR_13.5,BENT UNREGULAR,716,-,0,0,840,14146,BL02,FB60x6
534370,97d26353-6d41-4ea3-b4e0-f68175fe1dcd,13456,2157,1535,6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,285,14146,BL02,THK6
534380,22d994b8-5bdc-49a2-9e00-0e9c30e32e54,13453,2157,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534390,a979f6e2-c284-4b75-9279-1e17855a4969,13456,2502,1588,5.6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,283,14146,BL02,THK6
534399,d72f0e0b-f862-4e22-8a5e-bb7b4061b039,13460,-3067,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534408,f7128ef4-d8c1-44fe-bc95-5c4a9c6a24be,12668,3537,2205,9.9,AH36,E02,BF30,BF30,false,stiffner,G01,H.2250,FLAT,1163,-,0,0,504,14146,BL02,FB90x12
534417,774cafac-fee6-4fc7-9500-7ea98bea28d4,13460,0,1703,5.2,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,1388,-,0,0,836,14146,BL02,FB80x6
534426,0929fb04-214d-49a1-94fe-3d55eeaf0194,13450,-3312,3705,5.6,AH36,B12,-,-,false,part,G01,LONGDEV_2560-3310SB,FLAT,0,-,0,0,273,14146,BL02,THK5
534436,ae3659de-4bee-4336-adb0-cdb7075cac4c,13460,3067,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534345,7cafdc19-d2ea-4dde-8ae5-18d17afef78f,12003,-2235,1174,19.4,AH36,B44,-,-,false,part,G01,FR_12,FLAT,0,-,0,0,223,14146,BL02,THK7
534354,85372e33-0119-474b-8d8c-ba09786da10b,13620,4005,2842,1.8,AH36,E06,BL01,BF10+50,false,stiffner,G01,H_2860,"BENT - 20,000000000019",480,-,0,0,842,14146,BL02,FB60x8
534364,fbddd46c-17bb-4d36-8f52-0ab67bd719a5,13449,3,2010,2.3,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,289,14146,BL02,THK6
534372,191e9786-165e-41e9-8dd2-d922d428c728,13457,-1637,1465,6.5,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,286,14146,BL02,THK6
534382,94f34ff2-ed7a-466b-b8ef-cde6fe06bbfe,13460,2847,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534392,b7903bab-0af4-4370-9b9f-974faf157efc,13433,3537,1914,8.2,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,280,14146,BL02,THK12
534402,58681358-1f3e-4898-9989-546cb85d094a,13460,-3790,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534411,426bb51f-7a04-43be-b6cf-c3042d312fcb,12668,-3537,2205,9.9,AH36,E02,BF30,BF30,false,stiffner,G01,H.2250,FLAT,1163,-,0,0,504,14146,BL02,FB90x12
534422,16d0f76c-250b-49a1-9378-ddb8ec002c21,13460,-4040,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534432,21749de4-51f2-4b59-bf95-96b0e201d435,13460,1637,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534443,3ba7dfaf-20b4-4190-9606-216715c1d8cb,13460,-1337,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534453,061b05e9-66e7-4538-bcdf-f2b9e6376fa4,13397,0,3699,4.1,AH36,B02,BF10+30,BF10,false,stiffner,G01,LONG_CL,FLAT,1458,-,0,0,826,14146,BL02,FB60x6
534463,3008fd83-2f9b-45a1-b910-a0c48b761e86,13450,1659,4435,25.2,AH36,B53,BF10,BF10,false,stiffner,G01,FR_13.5,FLAT,3209,-,0,0,830,14146,BL02,FB100x10
534472,52326d61-7d62-4e41-ba9e-16c0609f3202,6745,-3516,2414,1.8,AH36,B52,BF10,BF10,false,stiffner,G01,LONG_3546,"BENT - 80,0000000008044",476,-,0,0,661,14146,BL02,FB60x8
534482,241d981b-254a-4a69-8d84-da6ede3ef602,8003,4154,2718,4,AH36,B24,-,-,false,part,G01,FR_8,FLAT,0,-,0,0,86,14146,BL02,THK7
534493,384dad1a-92ec-4d9c-a677-200b6eac1b94,7960,2960,1944,1.1,AH36,B24,BF30,BF30,false,stiffner,G01,FR_8,FLAT,220,-,0,0,635,14146,BL02,FB80x8
534503,4b5e6e70-cff6-46fc-a6d1-fa003428d1be,8003,-3230,2104,51.2,AH36,B24,-,-,false,part,G01,FR_8,FLAT,0,-,0,0,123,14146,BL02,THK7
534512,973b8450-2308-420b-b48b-9c03ed425617,7504,2274,1816,11,AH36,B22,-,-,false,part,G01,FR_7.5,FLAT,0,-,0,0,105,14146,BL02,THK7
534522,1552060a-b28f-41eb-a85b-8e076ceee71a,7004,4069,2751,2,AH36,B20,BF10,BF10,false,stiffner,G01,FR_7,"BENT - 149,999999999125",533,-,0,0,564,14146,BL02,FB60x8
534531,820c1643-dcb6-42eb-af78-7220c546bc55,6503,2506,2031,3.9,AH36,B19,BF10,BF10,false,stiffner,G01,FR_6.5,"BENT - 99,9999999996607",1034,-,0,0,612,14146,BL02,FB60x8
534541,21cd1979-f1a5-446e-8788-27208d13d2fb,6504,4132,2718,4,AH36,B19,-,-,false,part,G01,FR_6.5,FLAT,0,-,0,0,150,14146,BL02,THK7
534551,3817d684-adf6-429e-bd02-ade0d00d9720,6547,-3310,2244,2.3,AH36,B19,BI02,BI02,false,stiffner,G01,FR_6.5,FLAT,462,-,0,0,618,14146,BL02,FB80x8
534562,c58dc4d6-17f7-4806-8f18-c2ae1084f508,8504,-2549,4592,8,AH36,B29,-,-,false,part,G01,FR_8.5,FLAT,0,-,0,0,173,14146,BL02,THK7
534572,189466af-22ab-4835-92d6-0508182379af,8004,3461,4492,15,AH36,B25,-,-,false,part,G01,FR_8,FLAT,0,-,0,0,144,14146,BL02,THK7
534582,59019056-8f15-407b-a09d-a79b7e01700d,7310,-646,2255,297.6,AH36,E02,-,-,false,part,G01,H.2250,FLAT,0,-,0,0,5,14146,BL02,THK10
534592,75304a50-dc53-4cb4-a68c-55db9459f284,8064,0,3058,7.8,AH36,B27,BF10,BF10,false,stiffner,G01,FR_8+100,FLAT,2100,-,0,0,699,14146,BL02,L50x50x5
534600,f337b370-6be7-4197-aadd-f96f0558de45,8064,1944,3361,8.4,AH36,B27,BF10+30,BF10,false,stiffner,G01,FR_8+100,FLAT,2263,-,0,0,694,14146,BL02,L50x50x5
534611,3e27540a-98bb-47f6-ba98-905049a97007,10004,2740,4432,12.3,AH36,B34,BF10,BF10,false,stiffner,G01,FR_10,FLAT,1048,-,0,0,728,14146,BL02,FB100x15
534621,c847c6b0-4151-40ce-b60b-cf250e0d0caa,12004,-2735,4535,13.6,AH36,B43,-,-,false,part,G01,FR_12,FLAT,0,-,0,0,218,14146,BL02,THK8
534630,f9ff3ddf-2455-4a64-8fa0-fcdba9b08e21,11004,-2166,4432,24.7,AH36,B51,BF10,BF10,false,stiffner,G01,LONG_2160SB,BENT UNREGULAR,2100,-,0,0,820,14146,BL02,FB100x15
534639,1aaa5318-170d-4260-9859-482f8081834e,9503,-1496,1380,3.6,AH36,B33,BF10,BF10,false,stiffner,G01,FR_9.5,"BENT - 150,000000000206",962,-,0,0,813,14146,BL02,FB60x8
534647,eee29f3d-a591-4cb1-ba03-a04bdf3b4b48,9503,2352,1420,10.2,AH36,B33,-,-,false,part,G01,FR_9.5,FLAT,0,-,0,0,259,14146,BL02,THK7
534658,14566aaa-4dec-4001-b997-8f77c5343ae0,9004,-1739,1322,3.1,AH36,B31,-,-,false,part,G01,FR_9,FLAT,0,-,0,0,253,14146,BL02,THK7
534668,c56edd28-97b6-494e-9298-825ed98a9c5f,9004,3460,1860,9.2,AH36,B31,-,-,false,part,G01,FR_9,FLAT,0,-,0,0,255,14146,BL02,THK7
534679,003279e1-931a-4f98-862a-e41cf52a5162,6045,-696,3390,11.1,AH36,B16,BI02,BF30,false,stiffner,A01,FR_6,FLAT,2211,-,0,0,583,14146,BL02,FB80x8
534689,0cff1281-fe3c-461b-9958-12d0ea7e133a,10042,3285,4639,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,314,14146,BL02,THK6
534701,8f95d40b-a401-4ccb-b231-7507eed14e59,9004,3662,4343,4,AH36,B30,BF10_67°,BF10,false,stiffner,G01,FR_9,FLAT,1053,-,0,0,718,14146,BL02,FB60x8
534712,12a5ef24-4202-4dcb-92f3-66975753ece0,13004,-1430,673,8.6,AH36,B49,-,-,false,part,G01,FR_13,FLAT,0,-,0,0,246,14146,BL02,THK7
534722,5f6007e5-b98f-44ac-b528-d25c7b15db01,13004,2250,1089,21,AH36,B49,-,-,false,part,G01,FR_13,FLAT,0,-,0,0,245,14146,BL02,THK7
534732,77702142-9d62-4ed0-89a4-292b5852627d,13003,-1085,4539,5,AH36,B48,BF10,BF10,false,stiffner,G01,FR_13,"BENT - 150,00000000111",2135,-,0,0,794,14146,BL02,FB60x5
534742,feef7050-6563-425b-98bb-8a340cfc991f,12503,-1477,828,4.8,AH36,B47,BF10,BF10,false,stiffner,G01,FR_12.5,"BENT - 149,999999999669",1261,-,0,0,789,14146,BL02,FB60x8
534750,02d223c5-be19-4543-a155-6c91e2467b7d,12754,-2895,1270,11.2,AH36,B14,BF30,BF30,false,stiffner,G01,LONG_2850SB,BENT UNREGULAR,1323,-,0,0,788,14146,BL02,FB90x12
534758,aded9fe8-567e-4a09-ab36-29e1c495e58d,12502,-1085,4539,5,AH36,B46,BF10,BF10,false,stiffner,G01,FR_12.5,"BENT - 99,9999999998914",2140,-,0,0,784,14146,BL02,FB60x5
534768,28b36679-760e-4de5-9b2c-e5debc4d941a,12502,-1069,4580,7.5,AH36,B46,-,-,false,part,G01,FR_12.5,FLAT,0,-,0,0,232,14146,BL02,THK5
534778,98835e62-076b-4327-8f9b-165963b57f47,11975,695,885,2.3,AH36,B45,BF10,BF10,false,stiffner,G01,SEACHEST,FLAT,590,-,0,0,763,14146,BL02,FB50x10
534788,081da09f-a64e-4e40-abae-657e84ad9110,12004,-1476,900,4.8,AH36,B44,BF10,BF10,false,stiffner,G01,FR_12,"BENT - 150,00000000031",1262,-,0,0,773,14146,BL02,FB60x8
534798,9a6edf70-36a2-4587-a52b-e24385bd1fb7,11996,4177,2224,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,318,14146,BL02,THK7
534808,7c92dbc8-aedb-4b33-b87d-03ed02ec294b,12005,186,626,1.8,AH36,B44,BF10,BF10,false,stiffner,G01,FR_12,"BENT - 149,999999999998",354,-,0,0,770,14146,BL02,FB80x8
534818,b969c26d-e863-4786-bc41-177117bba062,12004,3752,4551,3.3,AH36,B43,BF10,BF10,false,stiffner,G01,FR_12,"BENT - 150,000000000529",869,-,0,0,767,14146,BL02,FB60x8
534828,6f72dfae-6f20-4935-ba39-84b6d182b980,11503,-3513,1684,5.7,AH36,B42,BF10,BF10,false,stiffner,G01,FR_11.5,"BENT - 149,999999999118",1515,-,0,0,758,14146,BL02,FB60x8
534836,c3974041-3a99-41e8-8fa8-1941b95d14ae,11505,-776,1330,3.4,AH36,B42,BL04,BF10,false,stiffner,G01,FR_11.5,FLAT,673,-,0,0,756,14146,BL02,FB80x8
534847,133ed5b9-eab9-41a0-add6-35c9de6b5db5,11505,776,1330,3.4,AH36,B42,BL04,BF10,false,stiffner,G01,FR_11.5,FLAT,673,-,0,0,756,14146,BL02,FB80x8
534368,236a19c3-68d9-484b-97bd-f1d2a2c5d7e4,13457,1337,1429,6.8,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,287,14146,BL02,THK6
534379,9eff26da-2062-4ef3-8690-f22dbb01a809,13453,1337,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534389,367c94a1-d385-41a8-9920-4625cfdf2282,13438,3064,1791,10.4,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,282,14146,BL02,THK12
534398,f305a465-9d9f-494a-abba-ad02cd3eb88c,13453,-2157,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534409,c3bd706f-8a94-463c-9000-c68b715c1a29,12669,3310,2205,9.9,AH36,E02,BF30,BF30,false,stiffner,G01,H.2250,FLAT,1163,-,0,0,504,14146,BL02,FB90x12
534418,62f80836-5f0b-4749-a607-a139087337af,13460,0,567,7.6,AH36,B50,BI02,BI02,false,stiffner,G01,FR_13.5,FLAT,2012,-,0,0,837,14146,BL02,FB80x6
534428,843c8d7f-5245-4a5d-8365-64a9a430f95f,13497,-4275,4602,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,271,14146,BL02,THK5
534437,be42e54d-f5b7-42e9-84e2-8671289712fa,13460,3790,3794,6.2,AH36,B53,BF30+30,BI02,false,stiffner,G01,FR_13.5,FLAT,1648,-,0,0,828,14146,BL02,FB80x6
534447,9d5c7395-c173-4f3d-bcc9-b6f9a6129b5e,13450,-1659,4435,25.2,AH36,B53,BF10,BF10,false,stiffner,G01,FR_13.5,FLAT,3209,-,0,0,830,14146,BL02,FB100x10
534457,f0e2cd33-072e-4092-a855-9bbd29fe2e34,12340,2156,4433,20,AH36,B10,BF10,BF10,false,stiffner,G01,LONG_2160PS,FLAT,2120,-,0,0,543,14146,BL02,FB80x15
534466,d4b3aac2-43b3-4b40-ae23-206bf08148b1,7254,3541,2454,3.3,AH36,B52,-,-,false,part,G01,LONG_3546,FLAT,0,-,0,0,162,14146,BL02,THK10
534476,00746c7f-6733-4efc-9edf-5c1eafea4dcf,8003,-4195,3604,8.3,AH36,B25,-,-,false,part,G01,FR_8,FLAT,0,-,0,0,143,14146,BL02,THK7
534486,6a3bc9f4-d1c7-422e-8474-e0346983dc55,7463,2890,1944,4.6,AH36,B13,BF30,BF30,false,stiffner,G01,LONG_2850PS,FLAT,913,-,0,0,555,14146,BL02,FB80x8
534497,b7795f4b-3d85-457f-8194-a13d18af1c65,7464,-2890,2376,4.6,AH36,B14,BF30,BF30,false,stiffner,G01,LONG_2850SB,FLAT,913,-,0,0,561,14146,BL02,FB80x8
534507,8aa80550-135d-4b58-9a70-61ac6f4b8cd2,7504,-4190,3604,8.3,AH36,B23,-,-,false,part,G01,FR_7.5,FLAT,0,-,0,0,118,14146,BL02,THK7
534516,3da17eed-e118-443e-bf07-777d3512bccf,7503,-2386,1761,3.4,AH36,B22,BF10,BF10,false,stiffner,G01,FR_7.5,"BENT - 150,000000000548",903,-,0,0,648,14146,BL02,FB60x8
534526,67c2faf4-bd46-4c4d-8c05-70cccac9ac7c,7004,-4119,3511,4.1,AH36,B21,BF10+30,BF10,false,stiffner,G01,FR_7,"BENT - 150,000000001293",1085,-,0,0,663,14146,BL02,FB60x8
534536,72e4d139-9302-4eb3-88f2-67f0b74d2b74,6547,3078,2214,2.6,AH36,B19,BI02,BI02,false,stiffner,G01,FR_6.5,FLAT,522,-,0,0,617,14146,BL02,FB80x8
534546,a60c4d3d-e141-4cef-aa00-d1d7a4a269d0,6504,-4132,2718,4,AH36,B19,-,-,false,part,G01,FR_6.5,FLAT,0,-,0,0,150,14146,BL02,THK7
534558,53dadb30-9d39-4e36-a33d-5b613d0bf9bc,8342,2177,4591,5.6,AH36,B10,-,-,false,part,G01,LONG_2160PS,FLAT,0,-,0,0,140,14146,BL02,THK8
534568,68ac4757-7331-4fa7-981a-dfd3cf93685c,7169,2210,2255,54.3,AH36,E02,-,-,false,part,G01,H.2250,FLAT,0,-,0,0,3,14146,BL02,THK10
534577,4f5e3e15-5592-4bae-bac7-4088da004da7,8064,-780,4491,5.4,AH36,B27,BF10,BF10,false,stiffner,G01,FR_8+100,FLAT,1440,-,0,0,702,14146,BL02,L50x50x5
534587,48f7d410-c605-455b-a133-74c5ca0f9a3d,8097.5,1584.889,4676.954,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,129,14146,BL02,THK5
534597,ebdecb82-9888-4fc2-bf03-0b6cba58f31f,8078,552,2648,1.5,AH36,B27,BF30+30,BF30,false,stiffner,G01,FR_8+100,FLAT,837,-,0,0,704,14146,BL02,FB45x5
534607,48271b3c-5240-4cee-a023-74f39b4bb923,8064,-1064,3364,8.5,AH36,B27,BF10+30,BF10,false,stiffner,G01,FR_8+100,FLAT,2269,-,0,0,697,14146,BL02,L50x50x5
534618,d2c5129e-42f2-4a68-b663-bfc570e12098,11004,-2735,4535,13.6,AH36,B39,-,-,false,part,G01,FR_11,FLAT,0,-,0,0,200,14146,BL02,THK8
534629,cbcb70f1-95f6-4579-9ed5-d2f99fdf9e41,10504,3314,4433,13,AH36,B11,BF10,BF10,false,stiffner,G01,LONGDEV_2560-3310PS,FLAT,1100,-,0,0,822,14146,BL02,FB100x15
534638,c5ab8a07-55c4-4e2f-9d48-74d3b01c0d5a,9503,-2352,1420,10.2,AH36,B33,-,-,false,part,G01,FR_9.5,FLAT,0,-,0,0,259,14146,BL02,THK7
534645,0072124e-56b2-4ff0-ba6b-cf54e2807f86,9503,1438,1242,12.9,AH36,B33,-,-,false,part,G01,FR_9.5,FLAT,0,-,0,0,258,14146,BL02,THK7
534656,eb1798aa-1db2-41df-9b0e-95798c65ab63,9004,-2417,1484,6.4,AH36,B31,-,-,false,part,G01,FR_9,FLAT,0,-,0,0,254,14146,BL02,THK7
534667,232bec38-1c8c-400e-af1a-95f2db09ed30,9004,1739,1322,3.1,AH36,B31,-,-,false,part,G01,FR_9,FLAT,0,-,0,0,253,14146,BL02,THK7
534677,84fea070-1435-4191-9474-d597a977691e,6045,-346,3392,11.1,AH36,B16,BI02,BF30,false,stiffner,A01,FR_6,FLAT,2213,-,0,0,584,14146,BL02,FB80x8
534686,ee7ec037-ec62-4307-8e89-bd6c9131a990,11182,0,4593,12.5,AH36,E01,-,-,false,part,G01,MAIN_DECK,FLAT,0,-,0,0,263,14146,BL02,THK5
534694,99544625-4d57-4331-9a43-584e74f85cc5,7527,-351,1757,1.5,AH36,B22,BI02,BI02,false,stiffner,G01,FR_7.5,FLAT,936,-,0,0,651,14146,BL02,FB40x5
534704,a7d991a1-99b8-4645-ad0e-8754ac614781,12504,2391,1282,4.6,AH36,B47,BF10,BF10,false,stiffner,G01,FR_12.5,"BENT - 150,000000000092",1218,-,0,0,790,14146,BL02,FB60x8
534713,aaee6c86-457b-47bf-8317-9d6fbd33fe99,13004,-793,827,22.3,AH36,B49,-,-,false,part,G01,FR_13,FLAT,0,-,0,0,247,14146,BL02,THK7
534723,8ec5f39a-3834-4d4c-bbc6-319d27997125,13003,4196,2590,5.5,AH36,B49,-,-,false,part,G01,FR_13,FLAT,0,-,0,0,244,14146,BL02,THK7
534733,70e3c19f-cc01-489d-80d3-9c9a40da084e,13003,1085,4539,5,AH36,B48,BF10,BF10,false,stiffner,G01,FR_13,"BENT - 150,000000001241",2135,-,0,0,795,14146,BL02,FB60x5
534743,c3f5de6b-4a28-470e-8c37-f571f11cf877,12504,-1429,738,8.6,AH36,B47,-,-,false,part,G01,FR_12.5,FLAT,0,-,0,0,235,14146,BL02,THK7
534754,57757093-5bb8-4835-bf22-8be0c2b170bc,12754,2895,1270,11.2,AH36,B13,BF30,BF30,false,stiffner,G01,LONG_2850PS,BENT UNREGULAR,1323,-,0,0,787,14146,BL02,FB90x12
534764,5658395b-c7bc-4240-87e6-0bc49863079a,11755,-375,885,1.9,AH36,B45,BF10,BF10,false,stiffner,G01,SEACHEST,FLAT,490,-,0,0,780,14146,BL02,FB50x10
534774,4fce96f1-1529-40c2-b7f3-57461b392630,12504,3731,4596,5.4,AH36,B46,-,-,false,part,G01,FR_12.5,FLAT,0,-,0,0,229,14146,BL02,THK7
534783,73f9582d-169b-4e21-bd03-c2bc8a04bcc3,12052,-3459,1621,12.2,AH36,B44,BF30,BF30,false,stiffner,G01,FR_12,"BENT - 150,000000000087",1442,-,0,0,774,14146,BL02,FB90x12
534792,0d821023-4362-41ac-89f3-642571c40eeb,12005,-696,897,44.4,AH36,B44,-,-,false,part,G01,FR_12,FLAT,0,-,0,0,225,14146,BL02,THK10
534802,859048eb-03c8-40ec-84fc-f8e3057d9829,12047,3067,1806,3.3,AH36,B44,BF30,BF30,false,stiffner,G01,FR_12,FLAT,888,-,0,0,775,14146,BL02,FB80x6
534811,f63b18f4-a309-4abc-89bf-9038bbdcd1ee,12004,-4163,3728,5.7,AH36,B43,BF10+30,BF10,false,stiffner,G01,FR_12,"BENT - 149,999999999597",1515,-,0,0,766,14146,BL02,FB60x8
534821,e213ab5b-4388-4ec1-ba6f-3b5f5f433b32,12003,-1071,4580,7.6,AH36,B43,-,-,false,part,G01,FR_12,FLAT,0,-,0,0,215,14146,BL02,THK5
534831,a6a0a926-2a0f-4f3b-9496-0588704814c5,11504,-2235,1212,15.9,AH36,B42,-,-,false,part,G01,FR_11.5,FLAT,0,-,0,0,213,14146,BL02,THK7
534841,1c3583f1-cc5c-44ed-9cc7-e1361f32d75f,11976,355,482,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,311,14146,BL02,THK10
534851,36385f29-e147-446f-8f6f-b862540d4c90,11503,3513,1684,5.7,AH36,B42,BF10,BF10,false,stiffner,G01,FR_11.5,"BENT - 149,999999999118",1515,-,0,0,758,14146,BL02,FB60x8
534862,b729eae5-d969-439e-8886-808c5a31339b,11504,-1086,4436,10.4,AH36,B41,BF10,BF10,false,stiffner,G01,FR_11.5,FLAT,2061,-,0,0,752,14146,BL02,FB80x8
534872,e588986d-39b6-4802-9b7a-750b6ea4a7e1,11504,1086,4436,10.4,AH36,B41,BF10,BF10,false,stiffner,G01,FR_11.5,FLAT,2061,-,0,0,752,14146,BL02,FB80x8
534881,52a75e22-3dc4-4a02-b18b-d186344cea30,11004,-2430,1344,4.2,AH36,B40,BF10,BF10,false,stiffner,G01,FR_11,"BENT - 150,000000000603",1119,-,0,0,749,14146,BL02,FB60x8
534890,04c75b2a-bdc1-4b1f-a6e2-2ca507d1fa89,11004,1498,1117,5.4,AH36,B40,BF10,BF10,false,stiffner,G01,FR_11,"BENT - 149,99999999982",1433,-,0,0,748,14146,BL02,FB60x8
534378,31784083-a97f-4c23-a4cf-78824bc12f03,13453,347,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534388,3bd8164e-6820-4f38-86e2-1d13933f3da9,13446,3312,2614,3,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,279,14146,BL02,THK5
