id,object_id,cog_x,cog_y,cog_z,weight,mat,assieme,end1,end2,nested,object_type,subasm,locazione,t,length,length2,incr1,incr2,idn,costr,block,type
534068,10f0ad49-5b4a-40d6-9cf8-184209d22d19,10063,4277,3757,740.2,AH36,D02,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7010,14146,BL02,THK8
534076,19c224fa-3a15-4b4f-ad3b-d637fe72465d,6764,3541,2457,3.2,AH36,B52,-,-,false,part,G01,LONG_3546,FLAT,0,-,0,0,106,14146,BL02,THK10
534086,3193f2b5-dfc0-40cc-99bc-068ae954c131,6002,-1634,3567,146,AH36,B16,-,-,false,part,A02,FR_6,FLAT,0,-,0,0,302,14146,BL02,THK5
534095,992a32e3-cc06-407c-9cc1-bd78e7abe1fd,6047,3641,3525,5.6,AH36,B16,BF30+30,BI02,false,stiffner,A01,FR_6,FLAT,1110,-,0,0,576,14146,BL02,FB80x8
534105,d5cfef52-0095-45fe-99b7-4f3ce7262f29,6002,1784,3589,93.5,AH36,B16,-,-,false,part,A02,FR_6,FLAT,0,-,0,0,70,14146,BL02,THK5
534115,174e1ee6-0a22-405e-9e62-9901a0b753da,7004,2390,1955,14.1,AH36,B20,-,-,false,part,G01,FR_7,FLAT,0,-,0,0,93,14146,BL02,THK7
534125,a52337f8-928e-4bce-9964-44c310d67077,10960,1076,4436,3.8,AH36,E05,BF10,BF10,false,stiffner,G01,H.4550,FLAT,1007,-,0,0,739,14146,BL02,FB60x8
534134,93e53524-2115-46c9-8db0-8f41b2275970,10960,-1796,4436,3.8,AH36,E05,BF10,BF10,false,stiffner,G01,H.4550,FLAT,1007,-,0,0,739,14146,BL02,FB60x8
534142,9f4fa884-386b-44ab-b48c-dc8ea296a65c,10416,0,4569,60.6,AH36,B37,-,-,false,part,G01,FR_10.5-80,FLAT,0,-,0,0,192,14146,BL02,THK7
534152,9add9be1-335a-4445-83b2-14d703932dde,13497,2590,830,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,331,14146,BL02,THK7
534161,6ee3c8b6-b2c2-4d97-9f37-3ebc0a429ab8,5997,3084,4659,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,327,14146,BL02,THK7
534170,0a348b66-1fea-47ea-bf95-4fa765baa608,5996,4220,4213,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,325,14146,BL02,THK7
534180,74400399-02c8-4838-9622-4f482e6e76f0,13006,-3677,1676,33.7,AH36,B49,-,-,false,part,G01,FR_13,FLAT,0,-,0,0,248,14146,BL02,THK12
534191,69ed614e-85ce-412c-a4c5-60794ecba8cf,12837,4062,1890,248.6,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7012,14146,BL02,THK15
534199,16393212-80d5-422b-ba73-fd8b5c44c520,10165,-2185,4639,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,315,14146,BL02,THK6
534209,42d8c21e-51c5-4d06-939d-4b8d940138ac,7975,2855,2475,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,153,14146,BL02,THK10
534219,07244d43-d97c-4825-a211-b042a68b5123,10754,-4245,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,878,14146,BL02,FB60x5
534229,03582415-25e0-46f2-8fcb-07cb5721ee1b,13254,-4263,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,873,14146,BL02,FB60x5
534237,28d54a4d-0e0f-4374-a91b-d8d74d874ace,8254,4232,3718,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,863,14146,BL02,FB60x5
534246,c24f959e-5bbf-45f2-bc4a-d086ccf48e1a,13254,4259,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,883,14146,BL02,FB60x5
534256,d41f3509-d807-4bc1-9cbd-7284f203f9ab,12254,4258,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,871,14146,BL02,FB60x5
534266,5d62d0b9-e78d-4847-a35f-ff800d9a6daa,6047,-3641,2312,1.6,AH36,B17,BI02,BI02,false,stiffner,G01,FR_6,FLAT,326,-,0,0,858,14146,BL02,FB80x8
534276,177ca8ff-c011-4371-b963-3876ee27c7e8,6047,3346,2768,2.3,AH36,B17,BI02,BF30,false,stiffner,G01,FR_6,FLAT,463,-,0,0,588,14146,BL02,FB80x8
534285,65f53d10-2752-4767-a4d2-c1ea667810e6,6047,-4096,3594,6.3,AH36,B16,BF30+30,BI02,false,stiffner,A01,FR_6,FLAT,1248,-,0,0,573,14146,BL02,FB80x8
534294,7845b368-6c65-4b5d-9140-1256d992878b,6804,2510,4492,12.5,AH36,B11,BF10,BI02,false,stiffner,G01,LONGDEV_2560-3310PS,FLAT,1593,-,0,0,545,14146,BL02,FB100x10
534301,f718c72f-081d-4867-9715-baa6435721be,8505,0,1120,2.5,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,335,14146,BL02,THK10
534311,703c281f-3ec8-41d9-8825-c181af7a6384,12281,-3730,1690,3.9,AH36,B52,BF10,BF10,false,stiffner,G01,FIN_STUCTURES,BENT UNREGULAR,371,-,0,0,653,14146,BL02,FB90x15
534321,672b381b-ec43-40bb-a0be-ca9ef54030a0,12222,-3508,1463,7,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,294,14146,BL02,THK12
534330,3f1c45ed-afd5-49be-98ae-3969b53450cd,12755,3767,1586,4.9,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,293,14146,BL02,THK12
534339,01bdbd5b-2f2e-4575-aac1-f7b38ee9fe4a,13266,3276,1191,5.2,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,298,14146,BL02,THK12
534350,932c2e7f-ba23-4616-8655-4a9119c1bd0a,8504,-4122,2572,6.1,AH36,B28,-,-,false,part,G01,FR5_8.5,FLAT,0,-,0,0,157,14146,BL02,THK7
534359,17a97b54-ed78-450f-ab26-9ba31c6a9357,13460,-3981,1976,2.1,AH36,B50,BF30,BI02,false,stiffner,G01,FR_13.5,FLAT,562,-,0,0,841,14146,BL02,FB80x6
534369,48d0e5d7-a7bd-48f8-b74b-03a3a8f89a35,13457,1637,1465,6.5,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,286,14146,BL02,THK6
534377,b4e277c6-e48e-4cec-9dd5-a9cfb72aadd1,13453,1637,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534387,a69f4471-f8c3-45da-b1e5-a1bba3e3ea07,13393,3313,2639,2,AH36,B50,BF10,BF10,false,stiffner,G01,FR_13.5,"BENT - 100,000000001384",724,-,0,0,838,14146,BL02,FB60x6
534396,543a2c02-3100-42d5-b9ec-161b6b84b8bc,13453,-1637,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534404,c268916b-1084-46de-8d67-e3d5a6ef8dde,13453,-2502,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534414,f61766ad-35a0-4de0-aa20-ac4638c0c3c0,13433,-3537,1914,8.2,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,280,14146,BL02,THK12
534423,dfd71a4c-af26-42e8-a24e-2234ce96566d,13450,3312,3705,5.6,AH36,B11,-,-,false,part,G01,LONGDEV_2560-3310PS,FLAT,0,-,0,0,274,14146,BL02,THK5
534433,6ed87959-7178-4eb0-a5d3-b2f7c408b490,13460,2157,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534069,e0b5442c-9923-42ef-8238-7363af3510f1,9504,3558,1994,3.4,AH36,B33,BF10,BF10,false,stiffner,G01,FR_9.5,"BENT - 99,9999999996517",904,-,0,0,816,14146,BL02,FB60x8
534081,f1fad71a-6035-4dd6-8366-386745368341,6764,3541,2457,3.2,AH36,B52,-,-,false,part,G01,LONG_3546,FLAT,0,-,0,0,106,14146,BL02,THK10
534091,91f503bc-d77b-42e4-9027-4031797405f2,6047,-2564,2615,3.6,AH36,B17,BF30,BF30,false,stiffner,G01,FR_6,FLAT,710,-,0,0,631,14146,BL02,FB80x8
534101,aa0f1332-d4c2-4d79-82f9-24d0bb66a7f7,11609,1935,1296,272.8,AH36,B08,-,-,false,part,G01,LONG_1940,FLAT,0,-,0,0,53,14146,BL02,THK10
534111,6a3fbbaf-f9dd-449e-bf07-ba8f84b0f3ea,8480,347,1364,0.8,AH36,B28,BI02,BF30,false,stiffner,G01,FR5_8.5,FLAT,513,-,0,0,711,14146,BL02,FB40x5
534120,d1d27a85-ee16-4548-9400-ba81d33797a9,11755,-695,895,22.1,AH36,B45,-,-,false,part,G01,SEACHEST,FLAT,0,-,0,0,337,14146,BL02,THK10
534131,05504166-44cd-4ebe-9180-df261f14f247,11001,1076,4509,7.1,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,267,14146,BL02,THK7
534140,527648e9-cab0-4112-bca7-fb44d5c9b258,11001,-716,4509,7.1,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,267,14146,BL02,THK7
534149,ee748c1d-e9e8-4cd2-8f09-f2dc88ea74c3,13496,1146,436,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,333,14146,BL02,THK7
534159,68ad4d85-31a9-4602-bc7c-31bcb91c64dd,7496,-1017,2227,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,133,14146,BL02,THK7
534169,964a776d-eeb1-4bcc-addd-aa2f5cdd38ad,5996,-4220,4213,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,325,14146,BL02,THK7
534179,ba6f3c8e-0998-497e-9f2d-b76d002af12c,13006,3677,1676,33.7,AH36,B49,-,-,false,part,G01,FR_13,FLAT,0,-,0,0,248,14146,BL02,THK12
534188,0ea5076d-f6c2-4ed6-844b-57bac7738b94,12796,3180,1147,285.9,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7006,14146,BL02,THK15
534198,6c3619c2-e871-4f72-9082-0c4347cc0474,7996,-4174,2480,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,316,14146,BL02,THK7
534208,2530f9a8-dee2-4618-8c05-43ad2e61933e,11763,345,696,15.4,AH36,B45,-,-,false,part,G01,SEACHEST,FLAT,0,-,0,0,226,14146,BL02,THK10
534217,e3e93155-cdac-44cd-83fa-f8859fac2dc5,8754,-4235,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,864,14146,BL02,FB60x5
534227,70b38d4f-b8fc-4379-9c28-c99f1fba277b,9754,-4232,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,876,14146,BL02,FB60x5
534239,a0ed3ee0-49ed-49f2-ac28-76dbb8a14ff8,9254,-4239,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,865,14146,BL02,FB60x5
534250,a7caa3ad-301d-4f47-8627-2e88a91b3552,12254,4254,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,881,14146,BL02,FB60x5
534260,8f18b359-6778-41b7-b021-50b076511ddc,10754,4249,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,868,14146,BL02,FB60x5
534270,a171b249-5129-4e06-8902-167283e5acf6,6047,-3641,2768,2.3,AH36,B17,BI02,BF30,false,stiffner,G01,FR_6,FLAT,463,-,0,0,587,14146,BL02,FB80x8
534281,bf7a6c8b-dfd7-4993-ad66-bb90b59b1f95,6047,3846,2353,1.2,AH36,B17,BI02,BI02,false,stiffner,G01,FR_6,FLAT,244,-,0,0,857,14146,BL02,FB80x8
534290,5bc7f331-47f6-4608-8d9c-5023259aaa72,6047,2846,3525,5.6,AH36,B16,BF30+30,BI02,false,stiffner,A01,FR_6,FLAT,1110,-,0,0,576,14146,BL02,FB80x8
534302,025365f0-d7c3-4d2b-80b0-2ecd2b36b016,8505,-2535,2006,6.3,AH36,B28,BF10,BF10,false,stiffner,G01,FR_8.5,"BENT - 100,000000000085",667,-,0,0,854,14146,BL02,FB100x12
534313,ea45e03f-a709-449a-872a-07ceffc4e7cb,12685,-3020,1224,2.6,AH36,B52,BF10,BF10+50,false,stiffner,G01,FIN_STUCTURES,"BENT - 49,9999999997051",250,-,0,0,847,14146,BL02,FB90x15
534324,1a7000bb-63fe-4687-8277-afd45136eb89,12816,-3218,1285,3.1,AH36,B52,BF10+50,BF10,false,stiffner,G01,FIN_STUCTURES,FLAT,295,-,0,0,656,14146,BL02,FB90x15
534335,cc4b4740-79aa-4ef4-9329-1b4b598684b8,12744,2981,1144,6.5,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,299,14146,BL02,THK12
534342,c2184442-1875-4710-8716-e814b47bbe95,13230,3240,1247,3.8,AH36,B52,BF10,BF10,false,stiffner,G01,FIN_STUCTURES,"BENT - 149,999999999989",360,-,0,0,848,14146,BL02,FB90x15
534353,d4b08ff5-f676-4e09-9ece-d16f3a086d7e,10503,-1461,1008,6.4,AH36,B38,-,-,false,part,G01,FR_10.5,FLAT,0,-,0,0,194,14146,BL02,THK7
534362,921f9d28-d3f7-4014-a26c-0a5bc8b84d20,13446,0,2613,3,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,290,14146,BL02,THK5
534371,e0cfca04-1c79-42ac-85db-230f3c80c05d,13456,-697,1450,6.6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,288,14146,BL02,THK6
534381,d1e810f6-4946-40cb-9c66-199d7a7c119d,13453,2502,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534391,285d6807-2b7e-4c2a-8146-ec686197fa7b,13436,3312,1840,9.5,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,281,14146,BL02,THK12
534401,14a53a39-d510-4014-afa8-8b75904d20ce,13460,-3540,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534410,ea448681-8ca6-4103-9515-cb86b664d27a,12668,-3064,2205,9.9,AH36,E02,BF30,BF30,false,stiffner,G01,H.2250,FLAT,1163,-,0,0,504,14146,BL02,FB90x12
534420,afafdaa6-fbd7-4b97-9460-9037e1c772e1,13503,0,2468,329,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,275,14146,BL02,THK5
534430,59e99485-9db2-454d-9fd1-c57fb629718c,13460,697,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534439,90ad3837-4b0f-49cc-bbd5-7fe62f67f17c,13460,-347,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534448,6619d07a-8743-428e-97bb-f987a37fdbd2,13507,3318,4529,1.8,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,269,14146,BL02,THK5
534458,fc0d4658-348d-4f9a-a219-0405af84d7d6,13503,0,3798,557.7,AH36,B53,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,272,14146,BL02,THK5
534470,0fb83c9c-354f-4f94-85c8-eb0f0b762d6e,6745,3516,2414,1.8,AH36,B52,BF10,BF10,false,stiffner,G01,LONG_3546,"BENT - 80,0000000008044",476,-,0,0,661,14146,BL02,FB60x8
534480,7b222f5f-c5f2-4fa6-a920-34f1ee699c30,8003,-4154,2718,4,AH36,B24,-,-,false,part,G01,FR_8,FLAT,0,-,0,0,86,14146,BL02,THK7
534489,f83ffd69-697b-4eb6-9722-17824043e688,7960,3306,2156,3.2,AH36,B24,BI02,BI02,false,stiffner,G01,FR_8,FLAT,638,-,0,0,673,14146,BL02,FB80x8
534499,040193a7-cf8c-44e1-a2d1-7c9b1a588232,7960,-3770,2256,2.2,AH36,B24,BI02,BI02,false,stiffner,G01,FR_8,FLAT,438,-,0,0,675,14146,BL02,FB80x8
534511,3ed2953d-e0fa-4cf2-b425-ed191517190a,7503,4079,2751,2,AH36,B22,BF10,BF10,false,stiffner,G01,FR_7.5,"BENT - 149,999999999656",529,-,0,0,613,14146,BL02,FB60x8
534520,a281a7bf-3313-419c-9ff5-c2a7ef9b7601,7503,-3499,2232,17.9,AH36,B22,-,-,false,part,G01,FR_7.5,FLAT,0,-,0,0,108,14146,BL02,THK7
534530,51cfd952-3ca9-4ede-87a3-3a8a965f49bb,7003,-3396,2339,4.4,AH36,B20,BF10,BF10,false,stiffner,G01,FR_7,"BENT - 100,00000000032",1167,-,0,0,632,14146,BL02,FB60x8
534540,5870825f-bb59-49ee-bffc-6312851907ee,6503,4063,2748,2,AH36,B19,BF10,BF10,false,stiffner,G01,FR_6.5,BENT - 150.000000001633,541,-,0,0,512,14146,BL02,FB60x8
534550,20812764-6ee1-44ca-ab04-f541dd23d348,6547,-3774,2320,1.6,AH36,B19,BI02,BI02,false,stiffner,G01,FR_6.5,FLAT,310,-,0,0,620,14146,BL02,FB80x8
534559,86a84ea4-40e0-4c72-b69c-7da397978fb5,8502,1092,4607,5,AH36,B29,BF10,BF10,false,stiffner,G01,FR_8.5,BENT - 100.00000000014,2143,-,0,0,687,14146,BL02,FB60x5
534569,92e1c35b-7186-407a-b908-1fe8abf622b8,8004,-2100,4490,7.5,AH36,B25,BF10,BF10_67°,false,stiffner,G01,FR_8,FLAT,1190,-,0,0,688,14146,BL02,FB80x10
534579,28cf47f8-e0d5-46b6-b58f-702f8493ba0f,8064,1127,4489,8,AH36,B27,BF10,BF10,false,stiffner,G01,FR_8+100,FLAT,2135,-,0,0,701,14146,BL02,L50x50x5
534589,71432ef4-34f7-46d1-97b6-618559bb79a1,8108,-19,4595,2.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,149,14146,BL02,THK5
534070,7df20a15-db3f-44b3-8736-0d20bccf6484,7613,-4140,2513,283.8,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7004,14146,BL02,THK9
534079,ae145266-e682-4e03-9fda-72558cfc7736,12502,2730,4532,2.7,AH36,B46,BF10,BF10,false,stiffner,G01,FR_12.5,"BENT - 99,9999999996054",1147,-,0,0,783,14146,BL02,FB60x5
534089,da9e540e-4611-438f-8b85-9ea639418dc2,6806,-2564,4592,18.8,AH36,B12,-,-,false,part,G01,LONGDEV_2560-3310SB,FLAT,0,-,0,0,61,14146,BL02,THK8
534099,37a8f153-8298-45c0-9ee7-24f82981b1eb,11493,-1045,1201,350.6,AH36,B03,-,-,false,part,G01,LONG_1050,FLAT,0,-,0,0,32,14146,BL02,THK10
534107,eb972f23-c5f3-410a-b72e-f492cf8132b1,8480,-347,1364,0.8,AH36,B28,BI02,BF30,false,stiffner,G01,FR5_8.5,FLAT,513,-,0,0,711,14146,BL02,FB40x5
534119,fea9aff3-9a27-45d7-8be0-97ebd3f0b3e6,7004,3490,2273,17.7,AH36,B20,-,-,false,part,G01,FR_7,FLAT,0,-,0,0,96,14146,BL02,THK7
534127,5a6d9856-c365-4b70-bd9f-8abc10d32297,11001,1436,4509,7.1,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,267,14146,BL02,THK7
534137,f04679d8-316c-428c-b865-03418ca5718e,10960,-1436,4436,3.8,AH36,E05,BF10,BF10,false,stiffner,G01,H.4550,FLAT,1007,-,0,0,739,14146,BL02,FB60x8
534147,d98fa49b-32d1-4274-820c-3a0f69f3183f,13511,0,278,1.7,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,334,14146,BL02,THK7
534157,2b5d0972-4cf3-4c59-a814-7d3b8bae1602,10423,-150,4681,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,329,14146,BL02,THK7
534166,8841fc45-47d8-4df9-97e1-a1fa2c661fba,5996,-3786,4633,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,325,14146,BL02,THK7
534176,f9c0eb41-b862-46b9-9bd1-d4150c12fcf5,5996,3772,2199,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,322,14146,BL02,THK7
534185,724670fd-bc84-4e0a-b3f2-80b9c7c7005d,12003,3385,1814,56.8,AH36,B44,-,-,false,part,G01,FR_12,FLAT,0,-,0,0,222,14146,BL02,THK7
534194,aa83dba8-f233-4ea0-a76b-7b04500dd2bc,11996,-2873,2227,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,133,14146,BL02,THK7
534203,89055803-86bd-41fc-a976-b93b00c7c813,11533,-355,857,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,313,14146,BL02,THK10
534213,6721bffe-37a9-4388-ab94-1d579c0fc844,10015,-3647,1738,103.3,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7005,14146,BL02,THK15
534221,e815333a-b97a-4303-ba74-d415b87d4a8f,12754,-4256,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,882,14146,BL02,FB60x5
534230,c669f5dc-ea18-4480-8cd8-4600c04da23e,12254,-4258,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,871,14146,BL02,FB60x5
534238,ef0e9218-0c20-4ce0-a3b3-f7917e690ddd,7754,4227,3718,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,862,14146,BL02,FB60x5
534248,cff6199e-bbfc-41ad-bf49-ee1f783a3a19,12754,4256,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,882,14146,BL02,FB60x5
534257,974ad071-8c81-43a1-b527-abf4b62ec3c7,11254,4253,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,869,14146,BL02,FB60x5
534267,1c6298d9-22fd-4e77-8dac-35a605847cf2,6047,-3846,2353,1.2,AH36,B17,BI02,BI02,false,stiffner,G01,FR_6,FLAT,244,-,0,0,857,14146,BL02,FB80x8
534277,6eac8adf-1306-493f-b079-1faff8b3a123,6047,3346,2272,2,AH36,B17,BI02,BI02,false,stiffner,G01,FR_6,FLAT,406,-,0,0,859,14146,BL02,FB80x8
534287,cd6747f3-fc79-4891-9a96-e7762801666c,6047,-2846,3716,7.5,AH36,B16,BF30+30,BI02,false,stiffner,A01,FR_6,FLAT,1491,-,0,0,577,14146,BL02,FB80x8
534295,6a38de46-75be-47d4-a0b8-9eefc2e83aca,6803,2563,4397,50.7,AH36,B11,-,-,false,part,G01,LONGDEV_2560-3310PS,FLAT,0,-,0,0,58,14146,BL02,THK7
534305,2d84dba2-b304-45c4-98d3-4ee6b49a2ab5,12503,-4125,2618,3.9,AH36,B47,BF10,BF10,false,stiffner,G01,FR_12.5,"BENT - 149,999999999505",783,-,0,0,849,14146,BL02,FB80x8
534314,b0a65ed8-a258-4189-9e64-e1cc0f4ddb32,12355,-3011,1263,2.5,AH36,B52,BF10,BF10+50,false,stiffner,G01,FIN_STUCTURES,"BENT - 49,9999999995479",239,-,0,0,846,14146,BL02,FB90x15
534323,92bd37af-bc7d-4865-adb5-75c574284a7d,12250,-3772,1647,5,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,292,14146,BL02,THK12
534333,cc567f94-87ee-49dc-a6ac-90163dae01e0,12685,3020,1224,2.6,AH36,B52,BF10,BF10+50,false,stiffner,G01,FIN_STUCTURES,"BENT - 49,9999999997051",250,-,0,0,847,14146,BL02,FB90x15
534341,4036731c-1557-4636-8656-67cd196798d4,12222,3508,1463,7,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,294,14146,BL02,THK12
534351,f81098bb-c884-4c09-bee6-852143842576,8504,4122,2572,6.1,AH36,B28,-,-,false,part,G01,FR5_8.5,FLAT,0,-,0,0,157,14146,BL02,THK7
534357,e4c11c91-4a70-40d4-a885-c00257e7438a,13460,0,451,0.9,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,227,-,0,0,844,14146,BL02,FB80x6
534367,29164117-a1da-40dd-b00f-8a1a50b93b05,13456,697,1450,6.6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,288,14146,BL02,THK6
534376,472c79a6-644e-4deb-9f59-f21c3a2e6526,13453,697,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534385,0544b705-c43b-4d20-a9a2-e1944f0a8cbb,13460,3540,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534394,09e38ea4-6977-4537-bf0c-a2c3645397b5,13453,-697,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534405,3197977a-a8ad-499e-8882-89beeba40404,13456,-2502,1588,5.6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,283,14146,BL02,THK6
534415,297e5c75-6063-4eea-8274-3b0f48328585,13436,-3312,1840,9.5,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,281,14146,BL02,THK12
534425,3c3fd86c-e08e-4c8b-b6c8-82b661f1db9e,13397,-3313,3699,4.1,AH36,B12,BF10+30,BF10,false,stiffner,G01,LONGDEV_2560-3310SB,FLAT,1458,-,0,0,832,14146,BL02,FB60x6
534434,d5831d82-228a-41f0-a62c-5c6aa3718d78,13460,2847,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534444,9b250a88-d03f-4cf7-b26f-dcf1599dab7c,13460,-2157,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534451,3d06b52f-4bf5-4ac3-963f-9dc46fb0f088,13450,0,3702,5.6,AH36,B02,-,-,false,part,G01,LONG_CL,FLAT,0,-,0,0,268,14146,BL02,THK5
534459,70f40875-5733-424a-bfb8-23998c764253,13460,-3067,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534468,119809e0-7fef-4ecf-87cc-e0529447b355,6547,3542,2245,1.7,AH36,B19,BI02,BF30,false,stiffner,G01,FR_6.5,FLAT,334,-,0,0,619,14146,BL02,FB80x8
534477,ef3f576a-26e1-472e-b1a5-0bb758998220,8003,4195,3604,8.3,AH36,B25,-,-,false,part,G01,FR_8,FLAT,0,-,0,0,143,14146,BL02,THK7
534487,8e9d694e-cc59-4efb-b402-a775f8a07dc0,7463,2890,2376,4.6,AH36,B13,BF30,BF30,false,stiffner,G01,LONG_2850PS,FLAT,913,-,0,0,555,14146,BL02,FB80x8
